DATA,AVAYALOGIN,SUPERVISOR,SEGMENTO,STATUS,TEMPODECASA,TURNO,ATENDIDAS,RECH,TMA,TALKTIME,ACW,TRANSF,AVALIADAS,PROMOTORAS,NEUTRAS,DETRATORAS
2024-02-29,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,29,1,202,185,17,1,3,2,1,0
2024-02-20,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,44,1,238,217,21,0,7,4,3,0
2024-03-25,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,30,4,287,253,34,0,2,0,2,0
2024-01-16,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,52,0,181,158,23,0,0,0,0,0
2024-01-17,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,38,9,396,282,114,1,0,0,0,0
2024-02-23,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,52,11,130,92,38,3,12,12,0,0
2024-03-04,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,48,5,386,334,52,1,7,5,2,0
2024-02-09,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,48,2,307,268,39,2,2,2,0,0
2024-03-14,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,46,0,164,139,25,1,3,2,1,0
2024-03-08,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,54,6,215,191,24,1,9,5,4,0
2024-02-27,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,27,0,260,221,39,1,0,0,0,0
2024-01-11,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,29,3,375,304,71,0,2,2,0,0
2024-02-08,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,48,1,312,229,83,0,10,9,1,0
2024-03-15,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,28,1,222,190,32,3,3,1,2,0
2024-02-05,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,35,5,380,279,101,3,4,4,0,0
2024-01-03,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,37,8,411,337,74,1,8,5,3,0
2024-01-15,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,32,5,475,436,39,0,8,8,0,0
2024-02-26,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,41,6,178,152,26,0,1,0,1,0
2024-01-25,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,37,0,142,116,26,0,6,6,0,0
2024-03-20,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,21,0,152,124,28,1,7,2,5,0
2024-03-28,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,26,3,448,326,122,0,4,2,2,0
2024-02-01,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,39,2,155,138,17,1,0,0,0,0
2024-02-14,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,36,2,197,179,18,1,1,1,0,0
2024-03-22,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,20,0,474,347,127,0,0,0,0,0
2024-03-11,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,45,2,294,275,19,0,1,0,1,0
2024-01-29,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,27,0,286,229,57,0,1,1,0,0
2024-01-30,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,20,2,322,242,80,0,3,3,0,0
2024-01-01,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,16,3,393,367,26,0,2,1,1,0
2024-03-29,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,54,4,174,131,43,0,7,2,3,2
2024-01-05,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,52,4,172,130,42,0,8,8,0,0
2024-03-07,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,43,6,250,221,29,3,10,8,2,0
2024-02-07,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,27,0,217,156,61,1,4,1,2,1
2024-01-26,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,23,3,392,357,35,1,4,3,1,0
2024-03-12,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,49,1,187,138,49,3,2,0,2,0
2024-02-13,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,42,7,184,144,40,0,11,8,2,1
2024-02-28,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,32,0,421,298,123,1,1,0,1,0
2024-02-12,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,15,2,261,201,60,1,1,0,1,0
2024-03-18,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,43,5,258,192,66,0,4,4,0,0
2024-02-21,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,34,6,386,329,57,2,3,1,2,0
2024-01-04,5510141,Supervisor 7,Segmento 4,Ativo,mais de 1 ano,Tarde,36,3,292,206,86,1,7,4,2,1
2024-01-01,5510142,Supervisor 3,Segmento 4,Férias,até 1 ano,Noite,17,0,293,243,50,1,1,0,1,0
2024-02-02,5510142,Supervisor 3,Segmento 4,Férias,até 1 ano,Noite,35,2,440,381,59,0,2,0,2,0
2024-01-19,5510142,Supervisor 3,Segmento 4,Férias,até 1 ano,Noite,16,2,188,176,12,0,2,1,1,0
2024-02-15,5510142,Supervisor 3,Segmento 4,Férias,até 1 ano,Noite,27,1,303,275,28,1,3,1,2,0
2024-01-23,5510142,Supervisor 3,Segmento 4,Férias,até 1 ano,Noite,22,2,447,397,50,1,5,4,1,0
2024-02-13,5510142,Supervisor 3,Segmento 4,Férias,até 1 ano,Noite,29,4,475,436,39,0,10,6,3,1
2024-03-18,5510142,Supervisor 3,Segmento 4,Férias,até 1 ano,Noite,35,2,246,215,31,3,7,4,2,1
2024-01-10,5510142,Supervisor 3,Segmento 4,Férias,até 1 ano,Noite,37,8,227,163,64,3,3,2,1,0
2024-02-22,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,26,0,253,236,17,0,4,3,1,0
2024-02-01,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,41,1,199,174,25,0,4,4,0,0
2024-03-11,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,22,1,349,279,70,1,3,1,2,0
2024-02-14,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,37,3,237,211,26,0,7,6,1,0
2024-03-12,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,57,12,224,185,39,0,3,2,1,0
2024-01-03,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,50,12,293,251,42,4,1,0,1,0
2024-03-29,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,45,8,335,271,64,1,14,13,1,0
2024-01-08,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,53,3,187,131,56,0,12,8,3,1
2024-01-09,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,27,1,321,285,36,2,3,3,0,0
2024-01-30,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,27,3,257,241,16,0,0,0,0,0
2024-01-23,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,57,12,419,354,65,5,10,9,1,0
2024-03-05,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,27,4,206,164,42,0,4,1,2,1
2024-01-10,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,42,0,205,170,35,2,3,3,0,0
2024-02-02,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,21,0,240,188,52,0,1,0,1,0
2024-03-26,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,39,2,250,200,50,0,2,2,0,0
2024-01-16,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,36,7,211,168,43,0,0,0,0,0
2024-01-25,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,52,3,343,278,65,0,11,11,0,0
2024-03-21,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,33,0,318,244,74,1,2,2,0,0
2024-02-09,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,54,7,323,302,21,4,13,9,3,1
2024-03-14,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,24,1,196,148,48,0,1,1,0,0
2024-01-01,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,45,1,235,184,51,2,6,5,1,0
2024-01-31,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,27,3,149,130,19,1,4,3,1,0
2024-03-15,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,43,8,372,350,22,0,4,4,0,0
2024-02-20,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,37,4,263,217,46,4,10,6,3,1
2024-03-13,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,22,1,377,295,82,3,3,3,0,0
2024-01-05,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,34,4,436,354,82,0,0,0,0,0
2024-02-28,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,34,1,433,364,69,1,3,3,0,0
2024-03-22,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,27,5,344,316,28,2,3,2,1,0
2024-02-07,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,48,0,465,350,115,0,5,2,2,1
2024-03-28,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,38,1,473,348,125,1,5,5,0,0
2024-01-24,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,47,5,317,281,36,0,17,16,1,0
2024-02-13,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,33,2,457,412,45,1,4,2,2,0
2024-02-05,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,23,2,412,344,68,0,4,4,0,0
2024-02-29,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,51,1,209,158,51,1,6,5,1,0
2024-01-04,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,42,1,211,179,32,1,0,0,0,0
2024-03-20,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,24,1,127,112,15,1,0,0,0,0
2024-01-18,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,55,0,361,316,45,0,2,0,2,0
2024-01-22,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,54,3,416,335,81,0,2,1,1,0
2024-03-18,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,25,0,472,332,140,0,6,3,2,1
2024-01-29,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,49,3,479,383,96,0,6,2,3,1
2024-03-27,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,43,6,164,151,13,4,0,0,0,0
2024-02-19,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,24,1,458,423,35,2,1,0,1,0
2024-01-11,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,52,5,466,387,79,1,0,0,0,0
2024-01-26,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,55,8,472,339,133,0,2,2,0,0
2024-03-01,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,39,7,385,292,93,0,0,0,0,0
2024-01-19,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,52,3,277,246,31,0,7,4,3,0
2024-03-08,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,37,4,167,150,17,2,5,5,0,0
2024-02-26,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,29,1,379,328,51,0,5,5,0,0
2024-03-07,5510143,Supervisor 6,Segmento 1,Ativo,até 6 meses,Manhã,58,0,269,231,38,3,5,3,2,0
2024-01-04,5510144,Supervisor 2,Segmento 2,Afastado,até 6 meses,Madrugada,17,0,312,277,35,1,0,0,0,0
2024-01-26,5510144,Supervisor 2,Segmento 2,Afastado,até 6 meses,Madrugada,22,3,341,309,32,3,1,1,0,0
2024-03-27,5510144,Supervisor 2,Segmento 2,Afastado,até 6 meses,Madrugada,10,1,184,162,22,0,3,2,1,0
2024-03-15,5510144,Supervisor 2,Segmento 2,Afastado,até 6 meses,Madrugada,6,1,152,108,44,0,0,0,0,0
2024-03-28,5510144,Supervisor 2,Segmento 2,Afastado,até 6 meses,Madrugada,11,1,169,123,46,0,2,0,2,0
2024-01-12,5510144,Supervisor 2,Segmento 2,Afastado,até 6 meses,Madrugada,9,2,383,270,113,0,2,1,1,0
2024-01-31,5510144,Supervisor 2,Segmento 2,Afastado,até 6 meses,Madrugada,23,0,379,293,86,2,0,0,0,0
2024-01-03,5510144,Supervisor 2,Segmento 2,Afastado,até 6 meses,Madrugada,20,0,252,184,68,0,0,0,0,0
2024-01-29,5510144,Supervisor 2,Segmento 2,Afastado,até 6 meses,Madrugada,21,4,398,360,38,0,1,0,1,0
2024-02-22,5510144,Supervisor 2,Segmento 2,Afastado,até 6 meses,Madrugada,14,0,467,349,118,0,5,2,3,0
2024-02-29,5510144,Supervisor 2,Segmento 2,Afastado,até 6 meses,Madrugada,11,1,127,89,38,0,0,0,0,0
2024-01-04,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,12,0,231,213,18,0,0,0,0,0
2024-03-18,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,21,1,240,188,52,1,0,0,0,0
2024-01-16,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,16,4,459,325,134,1,4,3,1,0
2024-02-09,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,19,1,229,164,65,2,5,5,0,0
2024-01-26,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,15,2,294,269,25,0,0,0,0,0
2024-02-28,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,25,2,217,181,36,1,9,8,1,0
2024-01-08,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,19,0,228,208,20,2,2,0,2,0
2024-03-06,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,16,4,170,129,41,0,1,0,1,0
2024-03-12,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,23,1,260,183,77,1,6,2,4,0
2024-03-14,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,5,0,176,160,16,0,0,0,0,0
2024-03-11,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,11,1,304,229,75,1,2,0,2,0
2024-02-01,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,20,1,399,316,83,2,0,0,0,0
2024-02-12,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,25,0,188,146,42,0,1,0,1,0
2024-03-29,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,6,0,194,162,32,0,0,0,0,0
2024-02-14,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,16,3,480,398,82,0,2,0,2,0
2024-02-15,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,10,1,212,154,58,0,2,0,2,0
2024-01-17,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,12,2,266,218,48,0,2,1,1,0
2024-01-15,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,24,1,122,95,27,1,7,2,4,1
2024-03-15,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,16,1,238,167,71,0,2,2,0,0
2024-02-05,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,17,2,269,203,66,0,1,0,1,0
2024-01-03,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,24,0,145,121,24,0,0,0,0,0
2024-01-23,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,7,1,126,103,23,0,1,0,1,0
2024-01-09,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,18,2,379,294,85,1,0,0,0,0
2024-02-02,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,15,1,444,411,33,1,0,0,0,0
2024-03-22,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,12,2,445,370,75,0,1,0,1,0
2024-03-25,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,21,0,371,280,91,0,1,1,0,0
2024-01-19,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,12,1,192,160,32,0,1,0,1,0
2024-01-30,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,11,1,222,184,38,0,1,1,0,0
2024-01-24,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,9,1,134,99,35,0,1,1,0,0
2024-02-22,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,10,0,181,128,53,0,2,2,0,0
2024-02-23,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,15,0,249,188,61,0,3,3,0,0
2024-01-10,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,23,1,456,351,105,0,2,1,1,0
2024-03-05,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,18,0,265,249,16,0,3,1,2,0
2024-01-12,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,20,1,284,223,61,2,2,2,0,0
2024-02-06,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,13,1,357,337,20,0,2,2,0,0
2024-02-13,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,9,2,216,184,32,0,1,0,1,0
2024-03-13,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,8,0,349,268,81,0,1,0,1,0
2024-03-27,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,5,0,236,193,43,0,0,0,0,0
2024-02-21,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,16,1,373,271,102,0,1,0,1,0
2024-03-20,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,24,3,130,99,31,2,6,3,3,0
2024-02-19,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,12,0,326,257,69,0,1,1,0,0
2024-03-28,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,17,0,286,267,19,0,2,0,2,0
2024-03-26,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,21,2,121,103,18,2,2,2,0,0
2024-01-29,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,13,2,220,174,46,1,1,0,1,0
2024-01-18,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,14,1,188,170,18,0,4,2,2,0
2024-01-31,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,20,0,340,243,97,0,1,0,1,0
2024-03-08,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,25,3,298,252,46,2,3,3,0,0
2024-02-26,5510145,Supervisor 4,Segmento 1,Ativo,até 30 dias,Madrugada,5,1,235,216,19,0,1,1,0,0
2024-01-24,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,25,1,273,211,62,2,0,0,0,0
2024-03-21,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,6,1,435,378,57,0,1,0,1,0
2024-02-05,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,18,4,140,117,23,0,4,4,0,0
2024-01-12,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,25,3,370,300,70,1,2,0,2,0
2024-03-11,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,12,0,351,277,74,0,2,0,2,0
2024-03-13,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,21,2,413,294,119,0,2,0,2,0
2024-03-29,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,24,1,367,335,32,3,1,1,0,0
2024-01-22,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,7,1,140,129,11,0,0,0,0,0
2024-02-20,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,9,0,467,362,105,1,1,1,0,0
2024-02-06,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,20,2,407,328,79,0,5,5,0,0
2024-02-28,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,14,1,220,195,25,0,0,0,0,0
2024-01-04,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,10,2,159,129,30,1,1,0,1,0
2024-03-07,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,11,2,403,378,25,1,1,1,0,0
2024-03-27,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,9,0,341,261,80,1,3,2,1,0
2024-01-19,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,20,0,479,386,93,1,0,0,0,0
2024-01-03,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,6,0,349,293,56,0,0,0,0,0
2024-03-08,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,6,0,132,113,19,0,0,0,0,0
2024-02-09,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,11,0,247,194,53,0,0,0,0,0
2024-02-21,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,10,1,455,398,57,0,0,0,0,0
2024-02-15,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,10,0,415,316,99,0,1,1,0,0
2024-01-16,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,16,1,169,137,32,0,4,2,2,0
2024-01-18,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,14,2,133,120,13,0,3,2,1,0
2024-02-29,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,9,0,170,131,39,0,1,0,1,0
2024-02-26,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,21,2,390,329,61,0,4,1,2,1
2024-02-19,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,24,4,178,149,29,0,1,1,0,0
2024-03-05,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,20,0,234,202,32,0,6,6,0,0
2024-01-05,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,21,0,216,183,33,0,7,6,1,0
2024-02-12,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,15,1,290,208,82,1,1,0,1,0
2024-02-14,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,25,3,411,364,47,1,4,1,3,0
2024-02-13,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,13,2,461,432,29,0,4,3,1,0
2024-03-15,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,8,1,188,175,13,0,0,0,0,0
2024-02-01,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,16,0,476,441,35,0,1,0,1,0
2024-03-18,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,14,0,152,140,12,0,2,1,1,0
2024-03-25,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,10,0,441,336,105,0,0,0,0,0
2024-01-26,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,7,0,196,142,54,0,1,1,0,0
2024-01-08,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,19,0,287,246,41,0,1,1,0,0
2024-03-22,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,8,0,370,278,92,0,1,0,1,0
2024-03-14,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,10,0,462,431,31,1,1,0,1,0
2024-01-23,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,6,0,158,140,18,0,0,0,0,0
2024-02-27,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,6,1,128,105,23,0,0,0,0,0
2024-03-28,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,21,2,291,212,79,0,5,3,2,0
2024-02-07,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,15,1,439,386,53,0,1,1,0,0
2024-01-17,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,11,2,393,366,27,1,0,0,0,0
2024-02-22,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,9,0,329,280,49,1,1,0,1,0
2024-01-31,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,6,1,228,164,64,0,1,1,0,0
2024-01-25,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,24,0,228,174,54,0,5,2,3,0
2024-03-19,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,13,0,402,344,58,0,2,1,1,0
2024-03-20,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,16,1,142,128,14,0,2,2,0,0
2024-03-12,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,17,2,243,205,38,1,4,3,1,0
2024-01-10,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,5,0,318,268,50,0,0,0,0,0
2024-03-06,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,16,1,173,163,10,0,0,0,0,0
2024-03-01,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,20,1,146,121,25,0,0,0,0,0
2024-01-15,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,10,0,225,168,57,0,1,0,1,0
2024-01-02,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,23,0,396,307,89,0,7,6,1,0
2024-01-01,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,12,0,247,181,66,0,0,0,0,0
2024-02-23,5510146,Supervisor 3,Segmento 4,Ativo,até 6 meses,Madrugada,14,3,208,170,38,0,0,0,0,0
2024-02-27,5510147,Supervisor 6,Segmento 2,Férias,mais de 1 ano,Noite,19,2,451,419,32,0,1,1,0,0
2024-01-12,5510148,Supervisor 5,Segmento 3,Ativo,até 1 ano,Madrugada,10,1,337,317,20,0,2,0,2,0
2024-03-08,5510148,Supervisor 5,Segmento 3,Ativo,até 1 ano,Madrugada,7,1,136,98,38,0,0,0,0,0
2024-03-14,5510148,Supervisor 5,Segmento 3,Ativo,até 1 ano,Madrugada,21,4,337,271,66,1,1,1,0,0
2024-02-16,5510148,Supervisor 5,Segmento 3,Ativo,até 1 ano,Madrugada,11,0,137,115,22,0,1,0,1,0
